country,religion,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
Tonga,Other religious group,,,1.3778429755669486e-07,0.0,1.3778429755669486e-07,-1.3778429755669486e-07,1.3778429755669486e-07,-1.0,6.889214877834743e-08
Anguilla,Other religious group,,,1.3053249242213198e-07,0.0,1.3053249242213198e-07,-1.3053249242213198e-07,1.3053249242213198e-07,-1.0,6.526624621106599e-08
Qatar,Judaism,,,1.276317703683068e-07,0.0,1.276317703683068e-07,-1.276317703683068e-07,1.276317703683068e-07,-1.0,6.38158851841534e-08
Gibraltar,I do not identify with any religious group or faith,,,1.261814093413942e-07,0.0,1.261814093413942e-07,-1.261814093413942e-07,1.261814093413942e-07,-1.0,6.30907046706971e-08
Gambia,Judaism,,,1.2545622882793793e-07,0.0,1.2545622882793793e-07,-1.2545622882793793e-07,1.2545622882793793e-07,-1.0,6.272811441396896e-08
Gambia,I do not identify with any religious group or faith,,,1.2545622882793793e-07,0.0,1.2545622882793793e-07,-1.2545622882793793e-07,1.2545622882793793e-07,-1.0,6.272811441396896e-08
Gambia,Hinduism,,,1.2545622882793793e-07,0.0,1.2545622882793793e-07,-1.2545622882793793e-07,1.2545622882793793e-07,-1.0,6.272811441396896e-08
Gambia,Buddhism,,,1.2545622882793793e-07,0.0,1.2545622882793793e-07,-1.2545622882793793e-07,1.2545622882793793e-07,-1.0,6.272811441396896e-08
Faeroe Islands,I do not identify with any religious group or faith,,,1.232806872875691e-07,0.0,1.232806872875691e-07,-1.232806872875691e-07,1.232806872875691e-07,-1.0,6.164034364378455e-08
Malta,Islam,,,1.218303262606565e-07,0.0,1.218303262606565e-07,-1.218303262606565e-07,1.218303262606565e-07,-1.0,6.091516313032824e-08
Malta,Hinduism,,,1.218303262606565e-07,0.0,1.218303262606565e-07,-1.218303262606565e-07,1.218303262606565e-07,-1.0,6.091516313032824e-08
Greenland,Other religious group,,,1.2183032626065646e-07,0.0,1.2183032626065646e-07,-1.2183032626065646e-07,1.2183032626065646e-07,-1.0,6.091516313032823e-08
Martinique,Hinduism,,,1.1892960420683135e-07,0.0,1.1892960420683135e-07,-1.1892960420683135e-07,1.1892960420683135e-07,-1.0,5.9464802103415675e-08
Martinique,Islam,,,1.1892960420683135e-07,0.0,1.1892960420683135e-07,-1.1892960420683135e-07,1.1892960420683135e-07,-1.0,5.9464802103415675e-08
Samoa,Other religious group,,,1.1747924317991877e-07,0.0,1.1747924317991877e-07,-1.1747924317991877e-07,1.1747924317991877e-07,-1.0,5.8739621589959384e-08
Anguilla,I do not identify with any religious group or faith,,,1.1602888215300617e-07,0.0,1.1602888215300617e-07,-1.1602888215300617e-07,1.1602888215300617e-07,-1.0,5.801444107650309e-08
St. Kitts and Nevis,I do not identify with any religious group or faith,,,1.1602888215300617e-07,0.0,1.1602888215300617e-07,-1.1602888215300617e-07,1.1602888215300617e-07,-1.0,5.801444107650309e-08
Kiribati,I do not identify with any religious group or faith,,,1.1602888215300617e-07,0.0,1.1602888215300617e-07,-1.1602888215300617e-07,1.1602888215300617e-07,-1.0,5.801444107650309e-08
British Virgin Islands,I do not identify with any religious group or faith,,,1.1312816009918102e-07,0.0,1.1312816009918102e-07,-1.1312816009918102e-07,1.1312816009918102e-07,-1.0,5.656408004959051e-08
Guinea Bissau,Buddhism,,,1.1022743804535589e-07,0.0,1.1022743804535589e-07,-1.1022743804535589e-07,1.1022743804535589e-07,-1.0,5.5113719022677943e-08
Guinea Bissau,Hinduism,,,1.1022743804535589e-07,0.0,1.1022743804535589e-07,-1.1022743804535589e-07,1.1022743804535589e-07,-1.0,5.5113719022677943e-08
Guinea Bissau,Judaism,,,1.1022743804535589e-07,0.0,1.1022743804535589e-07,-1.1022743804535589e-07,1.1022743804535589e-07,-1.0,5.5113719022677943e-08
Gabon,Buddhism,,,1.0950225753189958e-07,0.0,1.0950225753189958e-07,-1.0950225753189958e-07,1.0950225753189958e-07,-1.0,5.475112876594979e-08
Gabon,Judaism,,,1.0950225753189958e-07,0.0,1.0950225753189958e-07,-1.0950225753189958e-07,1.0950225753189958e-07,-1.0,5.475112876594979e-08
Gabon,Hinduism,,,1.0950225753189958e-07,0.0,1.0950225753189958e-07,-1.0950225753189958e-07,1.0950225753189958e-07,-1.0,5.475112876594979e-08
Marshall Islands,I do not identify with any religious group or faith,,,1.0877707701844329e-07,0.0,1.0877707701844329e-07,-1.0877707701844329e-07,1.0877707701844329e-07,-1.0,5.4388538509221646e-08
St. Kitts and Nevis,Hinduism,,,1.0877707701844329e-07,0.0,1.0877707701844329e-07,-1.0877707701844329e-07,1.0877707701844329e-07,-1.0,5.4388538509221646e-08
Comoros,I do not identify with any religious group or faith,,,1.0587635496461816e-07,0.0,1.0587635496461816e-07,-1.0587635496461816e-07,1.0587635496461816e-07,-1.0,5.293817748230908e-08
U.S. Virgin Islands,Other religious group,,,1.0370081342424928e-07,0.0,1.0370081342424928e-07,-1.0370081342424928e-07,1.0370081342424928e-07,-1.0,5.185040671212464e-08
Grenada,Hinduism,,,1.0152527188388038e-07,0.0,1.0152527188388038e-07,-1.0152527188388038e-07,1.0152527188388038e-07,-1.0,5.076263594194019e-08
Monaco,Judaism,,,9.862454983005525e-08,0.0,9.862454983005525e-08,-9.862454983005525e-08,9.862454983005525e-08,-1.0,4.9312274915027624e-08
Estonia,Buddhism,,,9.717418880314269e-08,0.0,9.717418880314269e-08,-9.717418880314269e-08,9.717418880314269e-08,-1.0,4.8587094401571346e-08
Estonia,Hinduism,,,9.717418880314269e-08,0.0,9.717418880314269e-08,-9.717418880314269e-08,9.717418880314269e-08,-1.0,4.8587094401571346e-08
Trinidad and Tobago,Judaism,,,9.717418880314269e-08,0.0,9.717418880314269e-08,-9.717418880314269e-08,9.717418880314269e-08,-1.0,4.8587094401571346e-08
Bermuda,Islam,,,9.572382777623012e-08,0.0,9.572382777623012e-08,-9.572382777623012e-08,9.572382777623012e-08,-1.0,4.786191388811506e-08
Mauritius,Judaism,,,9.427346674931753e-08,0.0,9.427346674931753e-08,-9.427346674931753e-08,9.427346674931753e-08,-1.0,4.7136733374658764e-08
Mauritius,Buddhism,,,9.427346674931753e-08,0.0,9.427346674931753e-08,-9.427346674931753e-08,9.427346674931753e-08,-1.0,4.7136733374658764e-08
Andorra,Islam,,,9.282310572240497e-08,0.0,9.282310572240497e-08,-9.282310572240497e-08,9.282310572240497e-08,-1.0,4.641155286120249e-08
Iceland,Islam,,,9.282310572240497e-08,0.0,9.282310572240497e-08,-9.282310572240497e-08,9.282310572240497e-08,-1.0,4.641155286120249e-08
Cook Islands,I do not identify with any religious group or faith,,,9.282310572240497e-08,0.0,9.282310572240497e-08,-9.282310572240497e-08,9.282310572240497e-08,-1.0,4.641155286120249e-08
Gibraltar,Judaism,,,9.137274469549237e-08,0.0,9.137274469549237e-08,-9.137274469549237e-08,9.137274469549237e-08,-1.0,4.568637234774618e-08
Montenegro,Other religious group,,,9.137274469549237e-08,0.0,9.137274469549237e-08,-9.137274469549237e-08,9.137274469549237e-08,-1.0,4.568637234774618e-08
Belize,Hinduism,,,8.992238366857978e-08,0.0,8.992238366857978e-08,-8.992238366857978e-08,8.992238366857978e-08,-1.0,4.496119183428989e-08
Netherlands Antilles,Judaism,,,8.702166161475463e-08,0.0,8.702166161475463e-08,-8.702166161475463e-08,8.702166161475463e-08,-1.0,4.351083080737732e-08
Northern Mariana Is.,I do not identify with any religious group or faith,,,8.702166161475463e-08,0.0,8.702166161475463e-08,-8.702166161475463e-08,8.702166161475463e-08,-1.0,4.351083080737732e-08
Swaziland,Judaism,,,8.629648110129834e-08,0.0,8.629648110129834e-08,-8.629648110129834e-08,8.629648110129834e-08,-1.0,4.314824055064917e-08
Swaziland,Buddhism,,,8.629648110129834e-08,0.0,8.629648110129834e-08,-8.629648110129834e-08,8.629648110129834e-08,-1.0,4.314824055064917e-08
Seychelles,Other religious group,,,8.484612007438577e-08,0.0,8.484612007438577e-08,-8.484612007438577e-08,8.484612007438577e-08,-1.0,4.242306003719289e-08
Timor-Leste,I do not identify with any religious group or faith,,,8.122021750710432e-08,0.0,8.122021750710432e-08,-8.122021750710432e-08,8.122021750710432e-08,-1.0,4.061010875355216e-08
Timor-Leste,Hinduism,,,8.122021750710432e-08,0.0,8.122021750710432e-08,-8.122021750710432e-08,8.122021750710432e-08,-1.0,4.061010875355216e-08
Timor-Leste,Buddhism,,,8.122021750710432e-08,0.0,8.122021750710432e-08,-8.122021750710432e-08,8.122021750710432e-08,-1.0,4.061010875355216e-08
Timor-Leste,Judaism,,,8.122021750710432e-08,0.0,8.122021750710432e-08,-8.122021750710432e-08,8.122021750710432e-08,-1.0,4.061010875355216e-08
Cyprus,Judaism,,,7.976985648019175e-08,0.0,7.976985648019175e-08,-7.976985648019175e-08,7.976985648019175e-08,-1.0,3.9884928240095876e-08
Marshall Islands,Other religious group,,,7.976985648019175e-08,0.0,7.976985648019175e-08,-7.976985648019175e-08,7.976985648019175e-08,-1.0,3.9884928240095876e-08
Cyprus,Hinduism,,,7.976985648019175e-08,0.0,7.976985648019175e-08,-7.976985648019175e-08,7.976985648019175e-08,-1.0,3.9884928240095876e-08
Gibraltar,Hinduism,,,7.831949545327918e-08,0.0,7.831949545327918e-08,-7.831949545327918e-08,7.831949545327918e-08,-1.0,3.915974772663959e-08
Cayman Islands,Hinduism,,,7.831949545327918e-08,0.0,7.831949545327918e-08,-7.831949545327918e-08,7.831949545327918e-08,-1.0,3.915974772663959e-08
Antigua and Barbuda,Islam,,,7.831949545327917e-08,0.0,7.831949545327917e-08,-7.831949545327917e-08,7.831949545327917e-08,-1.0,3.9159747726639585e-08
Western Sahara,Other religious group,,,7.68691344263666e-08,0.0,7.68691344263666e-08,-7.68691344263666e-08,7.68691344263666e-08,-1.0,3.84345672131833e-08
St. Lucia,Hinduism,,,7.396841237254145e-08,0.0,7.396841237254145e-08,-7.396841237254145e-08,7.396841237254145e-08,-1.0,3.6984206186270726e-08
Luxembourg,Judaism,,,7.396841237254145e-08,0.0,7.396841237254145e-08,-7.396841237254145e-08,7.396841237254145e-08,-1.0,3.6984206186270726e-08
Cape Verde,Islam,,,7.251805134562887e-08,0.0,7.251805134562887e-08,-7.251805134562887e-08,7.251805134562887e-08,-1.0,3.6259025672814435e-08
American Samoa,I do not identify with any religious group or faith,,,7.106769031871629e-08,0.0,7.106769031871629e-08,-7.106769031871629e-08,7.106769031871629e-08,-1.0,3.5533845159358144e-08
American Samoa,Other religious group,,,7.106769031871629e-08,0.0,7.106769031871629e-08,-7.106769031871629e-08,7.106769031871629e-08,-1.0,3.5533845159358144e-08
Montserrat,I do not identify with any religious group or faith,,,6.961732929180372e-08,0.0,6.961732929180372e-08,-6.961732929180372e-08,6.961732929180372e-08,-1.0,3.480866464590186e-08
Cayman Islands,Judaism,,,6.961732929180372e-08,0.0,6.961732929180372e-08,-6.961732929180372e-08,6.961732929180372e-08,-1.0,3.480866464590186e-08
Nauru,I do not identify with any religious group or faith,,,6.526624621106599e-08,0.0,6.526624621106599e-08,-6.526624621106599e-08,6.526624621106599e-08,-1.0,3.2633123105532994e-08
Djibouti,Buddhism,,,6.454106569760968e-08,0.0,6.454106569760968e-08,-6.454106569760968e-08,6.454106569760968e-08,-1.0,3.227053284880484e-08
Djibouti,Hinduism,,,6.454106569760968e-08,0.0,6.454106569760968e-08,-6.454106569760968e-08,6.454106569760968e-08,-1.0,3.227053284880484e-08
U.S. Virgin Islands,Hinduism,,,6.38158851841534e-08,0.0,6.38158851841534e-08,-6.38158851841534e-08,6.38158851841534e-08,-1.0,3.19079425920767e-08
Aruba,Judaism,,,6.38158851841534e-08,0.0,6.38158851841534e-08,-6.38158851841534e-08,6.38158851841534e-08,-1.0,3.19079425920767e-08
Fed. States of Micronesia,Buddhism,,,6.38158851841534e-08,0.0,6.38158851841534e-08,-6.38158851841534e-08,6.38158851841534e-08,-1.0,3.19079425920767e-08
Fiji,Buddhism,,,6.236552415724084e-08,0.0,6.236552415724084e-08,-6.236552415724084e-08,6.236552415724084e-08,-1.0,3.118276207862042e-08
Fiji,Judaism,,,6.236552415724084e-08,0.0,6.236552415724084e-08,-6.236552415724084e-08,6.236552415724084e-08,-1.0,3.118276207862042e-08
Reunion,Judaism,,,6.164034364378453e-08,0.0,6.164034364378453e-08,-6.164034364378453e-08,6.164034364378453e-08,-1.0,3.082017182189227e-08
Malta,Other religious group,,,6.091516313032824e-08,0.0,6.091516313032824e-08,-6.091516313032824e-08,6.091516313032824e-08,-1.0,3.045758156516412e-08
Northern Mariana Is.,Islam,,,6.091516313032823e-08,0.0,6.091516313032823e-08,-6.091516313032823e-08,6.091516313032823e-08,-1.0,3.0457581565164115e-08
Mayotte,I do not identify with any religious group or faith,,,5.8014441076503093e-08,0.0,5.8014441076503093e-08,-5.8014441076503093e-08,5.8014441076503093e-08,-1.0,2.9007220538251547e-08
Andorra,Hinduism,,,5.8014441076503093e-08,0.0,5.8014441076503093e-08,-5.8014441076503093e-08,5.8014441076503093e-08,-1.0,2.9007220538251547e-08
Netherlands Antilles,Hinduism,,,5.8014441076503093e-08,0.0,5.8014441076503093e-08,-5.8014441076503093e-08,5.8014441076503093e-08,-1.0,2.9007220538251547e-08
Netherlands Antilles,Islam,,,5.8014441076503093e-08,0.0,5.8014441076503093e-08,-5.8014441076503093e-08,5.8014441076503093e-08,-1.0,2.9007220538251547e-08
St. Pierre and Miquelon,I do not identify with any religious group or faith,,,5.5113719022677943e-08,0.0,5.5113719022677943e-08,-5.5113719022677943e-08,5.5113719022677943e-08,-1.0,2.7556859511338972e-08
Guyana,Judaism,,,5.4388538509221646e-08,0.0,5.4388538509221646e-08,-5.4388538509221646e-08,5.4388538509221646e-08,-1.0,2.7194269254610823e-08
Guyana,Buddhism,,,5.4388538509221646e-08,0.0,5.4388538509221646e-08,-5.4388538509221646e-08,5.4388538509221646e-08,-1.0,2.7194269254610823e-08
Bhutan,Judaism,,,5.293817748230908e-08,0.0,5.293817748230908e-08,-5.293817748230908e-08,5.293817748230908e-08,-1.0,2.646908874115454e-08
Comoros,Judaism,,,5.293817748230908e-08,0.0,5.293817748230908e-08,-5.293817748230908e-08,5.293817748230908e-08,-1.0,2.646908874115454e-08
Comoros,Hinduism,,,5.293817748230908e-08,0.0,5.293817748230908e-08,-5.293817748230908e-08,5.293817748230908e-08,-1.0,2.646908874115454e-08
Bhutan,I do not identify with any religious group or faith,,,5.293817748230908e-08,0.0,5.293817748230908e-08,-5.293817748230908e-08,5.293817748230908e-08,-1.0,2.646908874115454e-08
Comoros,Buddhism,,,5.293817748230908e-08,0.0,5.293817748230908e-08,-5.293817748230908e-08,5.293817748230908e-08,-1.0,2.646908874115454e-08
Equatorial Guinea,Judaism,,,5.076263594194021e-08,0.0,5.076263594194021e-08,-5.076263594194021e-08,5.076263594194021e-08,-1.0,2.5381317970970106e-08
Dominica,I do not identify with any religious group or faith,,,5.076263594194021e-08,0.0,5.076263594194021e-08,-5.076263594194021e-08,5.076263594194021e-08,-1.0,2.5381317970970106e-08
Equatorial Guinea,Hinduism,,,5.076263594194021e-08,0.0,5.076263594194021e-08,-5.076263594194021e-08,5.076263594194021e-08,-1.0,2.5381317970970106e-08
Equatorial Guinea,Buddhism,,,5.076263594194021e-08,0.0,5.076263594194021e-08,-5.076263594194021e-08,5.076263594194021e-08,-1.0,2.5381317970970106e-08
Bahamas,Islam,,,4.9312274915027624e-08,0.0,4.9312274915027624e-08,-4.9312274915027624e-08,4.9312274915027624e-08,-1.0,2.4656137457513812e-08
Niue,I do not identify with any religious group or faith,,,4.7861913888115055e-08,0.0,4.7861913888115055e-08,-4.7861913888115055e-08,4.7861913888115055e-08,-1.0,2.3930956944057528e-08
St. Helena,I do not identify with any religious group or faith,,,4.7861913888115055e-08,0.0,4.7861913888115055e-08,-4.7861913888115055e-08,4.7861913888115055e-08,-1.0,2.3930956944057528e-08
Maldives,Other religious group,,,4.6411552861202473e-08,0.0,4.6411552861202473e-08,-4.6411552861202473e-08,4.6411552861202473e-08,-1.0,2.3205776430601237e-08
Montenegro,Judaism,,,4.568637234774618e-08,0.0,4.568637234774618e-08,-4.568637234774618e-08,4.568637234774618e-08,-1.0,2.284318617387309e-08
Montenegro,Buddhism,,,4.568637234774618e-08,0.0,4.568637234774618e-08,-4.568637234774618e-08,4.568637234774618e-08,-1.0,2.284318617387309e-08
Montenegro,Hinduism,,,4.568637234774618e-08,0.0,4.568637234774618e-08,-4.568637234774618e-08,4.568637234774618e-08,-1.0,2.284318617387309e-08
Belize,Islam,,,4.496119183428989e-08,0.0,4.496119183428989e-08,-4.496119183428989e-08,4.496119183428989e-08,-1.0,2.2480595917144946e-08
Bermuda,Buddhism,,,4.3510830807377323e-08,0.0,4.3510830807377323e-08,-4.3510830807377323e-08,4.3510830807377323e-08,-1.0,2.1755415403688662e-08
Grenada,Islam,,,4.3510830807377323e-08,0.0,4.3510830807377323e-08,-4.3510830807377323e-08,4.3510830807377323e-08,-1.0,2.1755415403688662e-08
San Marino,Other religious group,,,4.1335289267008464e-08,0.0,4.1335289267008464e-08,-4.1335289267008464e-08,4.1335289267008464e-08,-1.0,2.0667644633504232e-08
Solomon Islands,Islam,,,3.9159747726639585e-08,0.0,3.9159747726639585e-08,-3.9159747726639585e-08,3.9159747726639585e-08,-1.0,1.9579873863319793e-08
Macau,Hinduism,,,3.9159747726639585e-08,0.0,3.9159747726639585e-08,-3.9159747726639585e-08,3.9159747726639585e-08,-1.0,1.9579873863319793e-08
Solomon Islands,Judaism,,,3.9159747726639585e-08,0.0,3.9159747726639585e-08,-3.9159747726639585e-08,3.9159747726639585e-08,-1.0,1.9579873863319793e-08
Solomon Islands,Hinduism,,,3.9159747726639585e-08,0.0,3.9159747726639585e-08,-3.9159747726639585e-08,3.9159747726639585e-08,-1.0,1.9579873863319793e-08
Macau,Judaism,,,3.9159747726639585e-08,0.0,3.9159747726639585e-08,-3.9159747726639585e-08,3.9159747726639585e-08,-1.0,1.9579873863319793e-08
Western Sahara,Judaism,,,3.8434567213183294e-08,0.0,3.8434567213183294e-08,-3.8434567213183294e-08,3.8434567213183294e-08,-1.0,1.9217283606591647e-08
Western Sahara,Hinduism,,,3.8434567213183294e-08,0.0,3.8434567213183294e-08,-3.8434567213183294e-08,3.8434567213183294e-08,-1.0,1.9217283606591647e-08
Western Sahara,Buddhism,,,3.8434567213183294e-08,0.0,3.8434567213183294e-08,-3.8434567213183294e-08,3.8434567213183294e-08,-1.0,1.9217283606591647e-08
Luxembourg,Buddhism,,,3.6984206186270726e-08,0.0,3.6984206186270726e-08,-3.6984206186270726e-08,3.6984206186270726e-08,-1.0,1.8492103093135363e-08
Luxembourg,Hinduism,,,3.6984206186270726e-08,0.0,3.6984206186270726e-08,-3.6984206186270726e-08,3.6984206186270726e-08,-1.0,1.8492103093135363e-08
Cape Verde,Hinduism,,,3.6259025672814435e-08,0.0,3.6259025672814435e-08,-3.6259025672814435e-08,3.6259025672814435e-08,-1.0,1.8129512836407218e-08
Cape Verde,Judaism,,,3.6259025672814435e-08,0.0,3.6259025672814435e-08,-3.6259025672814435e-08,3.6259025672814435e-08,-1.0,1.8129512836407218e-08
Cape Verde,Buddhism,,,3.6259025672814435e-08,0.0,3.6259025672814435e-08,-3.6259025672814435e-08,3.6259025672814435e-08,-1.0,1.8129512836407218e-08
Cayman Islands,Islam,,,3.4808664645901853e-08,0.0,3.4808664645901853e-08,-3.4808664645901853e-08,3.4808664645901853e-08,-1.0,1.7404332322950927e-08
Palau,I do not identify with any religious group or faith,,,3.4808664645901853e-08,0.0,3.4808664645901853e-08,-3.4808664645901853e-08,3.4808664645901853e-08,-1.0,1.7404332322950927e-08
British Virgin Islands,Islam,,,3.4808664645901853e-08,0.0,3.4808664645901853e-08,-3.4808664645901853e-08,3.4808664645901853e-08,-1.0,1.7404332322950927e-08
British Virgin Islands,Hinduism,,,3.4808664645901853e-08,0.0,3.4808664645901853e-08,-3.4808664645901853e-08,3.4808664645901853e-08,-1.0,1.7404332322950927e-08
Andorra,Judaism,,,3.4808664645901853e-08,0.0,3.4808664645901853e-08,-3.4808664645901853e-08,3.4808664645901853e-08,-1.0,1.7404332322950927e-08
Guadeloupe,Buddhism,,,3.3358303618989285e-08,0.0,3.3358303618989285e-08,-3.3358303618989285e-08,3.3358303618989285e-08,-1.0,1.6679151809494643e-08
Guadeloupe,Judaism,,,3.3358303618989285e-08,0.0,3.3358303618989285e-08,-3.3358303618989285e-08,3.3358303618989285e-08,-1.0,1.6679151809494643e-08
Aruba,Islam,,,3.19079425920767e-08,0.0,3.19079425920767e-08,-3.19079425920767e-08,3.19079425920767e-08,-1.0,1.595397129603835e-08
Malta,Judaism,,,3.045758156516412e-08,0.0,3.045758156516412e-08,-3.045758156516412e-08,3.045758156516412e-08,-1.0,1.522879078258206e-08
American Samoa,Buddhism,,,3.045758156516412e-08,0.0,3.045758156516412e-08,-3.045758156516412e-08,3.045758156516412e-08,-1.0,1.522879078258206e-08
Malta,Buddhism,,,3.045758156516412e-08,0.0,3.045758156516412e-08,-3.045758156516412e-08,3.045758156516412e-08,-1.0,1.522879078258206e-08
Martinique,Judaism,,,2.973240105170783e-08,0.0,2.973240105170783e-08,-2.973240105170783e-08,2.973240105170783e-08,-1.0,1.4866200525853915e-08
Martinique,Buddhism,,,2.973240105170783e-08,0.0,2.973240105170783e-08,-2.973240105170783e-08,2.973240105170783e-08,-1.0,1.4866200525853915e-08
Brunei,Judaism,,,2.9007220538251543e-08,0.0,2.9007220538251543e-08,-2.9007220538251543e-08,2.9007220538251543e-08,-1.0,1.4503610269125772e-08
Wallis and Futuna,Other religious group,,,2.9007220538251543e-08,0.0,2.9007220538251543e-08,-2.9007220538251543e-08,2.9007220538251543e-08,-1.0,1.4503610269125772e-08
Tuvalu,Other religious group,,,2.8282040024795256e-08,0.0,2.8282040024795256e-08,-2.8282040024795256e-08,2.8282040024795256e-08,-1.0,1.4141020012397628e-08
Antigua and Barbuda,Hinduism,,,2.6106498484426393e-08,0.0,2.6106498484426393e-08,-2.6106498484426393e-08,2.6106498484426393e-08,-1.0,1.3053249242213197e-08
Bermuda,Judaism,,,2.6106498484426393e-08,0.0,2.6106498484426393e-08,-2.6106498484426393e-08,2.6106498484426393e-08,-1.0,1.3053249242213197e-08
Faeroe Islands,Other religious group,,,2.5381317970970096e-08,0.0,2.5381317970970096e-08,-2.5381317970970096e-08,2.5381317970970096e-08,-1.0,1.2690658985485048e-08
Bahamas,Buddhism,,,2.4656137457513812e-08,0.0,2.4656137457513812e-08,-2.4656137457513812e-08,2.4656137457513812e-08,-1.0,1.2328068728756906e-08
Bahamas,Judaism,,,2.4656137457513812e-08,0.0,2.4656137457513812e-08,-2.4656137457513812e-08,2.4656137457513812e-08,-1.0,1.2328068728756906e-08
Cook Islands,Other religious group,,,2.4656137457513812e-08,0.0,2.4656137457513812e-08,-2.4656137457513812e-08,2.4656137457513812e-08,-1.0,1.2328068728756906e-08
Bahamas,Hinduism,,,2.4656137457513812e-08,0.0,2.4656137457513812e-08,-2.4656137457513812e-08,2.4656137457513812e-08,-1.0,1.2328068728756906e-08
Montserrat,Other religious group,,,2.4656137457513812e-08,0.0,2.4656137457513812e-08,-2.4656137457513812e-08,2.4656137457513812e-08,-1.0,1.2328068728756906e-08
St. Lucia,Islam,,,2.4656137457513812e-08,0.0,2.4656137457513812e-08,-2.4656137457513812e-08,2.4656137457513812e-08,-1.0,1.2328068728756906e-08
Iceland,Judaism,,,2.3205776430601237e-08,0.0,2.3205776430601237e-08,-2.3205776430601237e-08,2.3205776430601237e-08,-1.0,1.1602888215300618e-08
Maldives,Judaism,,,2.3205776430601237e-08,0.0,2.3205776430601237e-08,-2.3205776430601237e-08,2.3205776430601237e-08,-1.0,1.1602888215300618e-08
Monaco,Islam,,,2.3205776430601237e-08,0.0,2.3205776430601237e-08,-2.3205776430601237e-08,2.3205776430601237e-08,-1.0,1.1602888215300618e-08
Palau,Buddhism,,,2.3205776430601237e-08,0.0,2.3205776430601237e-08,-2.3205776430601237e-08,2.3205776430601237e-08,-1.0,1.1602888215300618e-08
Maldives,I do not identify with any religious group or faith,,,2.3205776430601237e-08,0.0,2.3205776430601237e-08,-2.3205776430601237e-08,2.3205776430601237e-08,-1.0,1.1602888215300618e-08
Isle of Man,Islam,,,2.3205776430601237e-08,0.0,2.3205776430601237e-08,-2.3205776430601237e-08,2.3205776430601237e-08,-1.0,1.1602888215300618e-08
Isle of Man,Hinduism,,,2.3205776430601237e-08,0.0,2.3205776430601237e-08,-2.3205776430601237e-08,2.3205776430601237e-08,-1.0,1.1602888215300618e-08
St. Kitts and Nevis,Islam,,,2.1755415403688662e-08,0.0,2.1755415403688662e-08,-2.1755415403688662e-08,2.1755415403688662e-08,-1.0,1.0877707701844331e-08
St. Pierre and Miquelon,Other religious group,,,1.9579873863319796e-08,0.0,1.9579873863319796e-08,-1.9579873863319796e-08,1.9579873863319796e-08,-1.0,9.789936931659898e-09
Barbados,Judaism,,,1.9579873863319793e-08,0.0,1.9579873863319793e-08,-1.9579873863319793e-08,1.9579873863319793e-08,-1.0,9.789936931659896e-09
French Polynesia,Islam,,,1.9579873863319793e-08,0.0,1.9579873863319793e-08,-1.9579873863319793e-08,1.9579873863319793e-08,-1.0,9.789936931659896e-09
French Polynesia,Judaism,,,1.9579873863319793e-08,0.0,1.9579873863319793e-08,-1.9579873863319793e-08,1.9579873863319793e-08,-1.0,9.789936931659896e-09
French Polynesia,Hinduism,,,1.9579873863319793e-08,0.0,1.9579873863319793e-08,-1.9579873863319793e-08,1.9579873863319793e-08,-1.0,9.789936931659896e-09
French Polynesia,Buddhism,,,1.9579873863319793e-08,0.0,1.9579873863319793e-08,-1.9579873863319793e-08,1.9579873863319793e-08,-1.0,9.789936931659896e-09
Barbados,Buddhism,,,1.9579873863319793e-08,0.0,1.9579873863319793e-08,-1.9579873863319793e-08,1.9579873863319793e-08,-1.0,9.789936931659896e-09
Tuvalu,I do not identify with any religious group or faith,,,1.8854693349863505e-08,0.0,1.8854693349863505e-08,-1.8854693349863505e-08,1.8854693349863505e-08,-1.0,9.427346674931753e-09
New Caledonia,Judaism,,,1.8129512836407218e-08,0.0,1.8129512836407218e-08,-1.8129512836407218e-08,1.8129512836407218e-08,-1.0,9.064756418203609e-09
New Caledonia,Hinduism,,,1.8129512836407218e-08,0.0,1.8129512836407218e-08,-1.8129512836407218e-08,1.8129512836407218e-08,-1.0,9.064756418203609e-09
Andorra,Other religious group,,,1.740433232295093e-08,0.0,1.740433232295093e-08,-1.740433232295093e-08,1.740433232295093e-08,-1.0,8.702166161475465e-09
Vanuatu,Buddhism,,,1.7404332322950927e-08,0.0,1.7404332322950927e-08,-1.7404332322950927e-08,1.7404332322950927e-08,-1.0,8.702166161475463e-09
Vanuatu,Hinduism,,,1.7404332322950927e-08,0.0,1.7404332322950927e-08,-1.7404332322950927e-08,1.7404332322950927e-08,-1.0,8.702166161475463e-09
Vanuatu,Islam,,,1.7404332322950927e-08,0.0,1.7404332322950927e-08,-1.7404332322950927e-08,1.7404332322950927e-08,-1.0,8.702166161475463e-09
Vanuatu,Judaism,,,1.7404332322950927e-08,0.0,1.7404332322950927e-08,-1.7404332322950927e-08,1.7404332322950927e-08,-1.0,8.702166161475463e-09
French Guiana,Buddhism,,,1.6679151809494643e-08,0.0,1.6679151809494643e-08,-1.6679151809494643e-08,1.6679151809494643e-08,-1.0,8.339575904747321e-09
French Guiana,Judaism,,,1.6679151809494643e-08,0.0,1.6679151809494643e-08,-1.6679151809494643e-08,1.6679151809494643e-08,-1.0,8.339575904747321e-09
